Model,MAE,RMSE,Direction Accuracy,Sharpe,Total Return,Max Drawdown,Trades
LSTM,0.012562037525520015,0.01763086316443451,0.5351170568561873,1.1323498158851417,0.38450164393942865,-0.25341081775289354,0
BiLSTM,0.01245605809928271,0.01740273878181537,0.5351170568561873,1.1323498158851417,0.38450164393942865,-0.25341081775289354,0
Attention_BiLSTM,0.012369362446531912,0.017270322172302836,0.5585284280936454,2.1179956161267013,0.7155559127478692,-0.13113468290132213,2
